combo;band1;band2;band3;band4;band5;band6;class1;class2;class3;class4;class5;class6;mimo1;mimo2;mimo3;mimo4;mimo5;mimo6;ul1;ul2;ul3;ul4;ul5;ul6;ULmimo1;ULmimo2;ULmimo3;ULmimo4;ULmimo5;ULmimo6;DLmod1;DLmod2;DLmod3;DLmod4;DLmod5;DLmod6;ULmod1;ULmod2;ULmod3;ULmod4;ULmod5;ULmod6;bcs
8A2-7A4A-7A4;8;7;7;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2A-7A4-3A4-3A4-1A4;8;7;3;3;1;;A;A;A;A;A;;2;4;4;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-3A4-3A4-1A4;8;7;3;3;1;;A;A;A;A;A;;2;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-3A4A-3A4-1A4;8;7;3;3;1;;A;A;A;A;A;;2;4;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2-7A4-3A4-3A4-1A4A;8;7;3;3;1;;A;A;A;A;A;;2;4;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
8A2A-7A4-3A4-3A4;8;7;3;3;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-3A4-3A4;8;7;3;3;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-3A4A-3A4;8;7;3;3;;;A;A;A;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2A-7A4-3C4-1A4;8;7;3;1;;;A;A;C;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-3C4-1A4;8;7;3;1;;;A;A;C;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-3C4A-1A4;8;7;3;1;;;A;A;C;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2-7A4-3C4-1A4A;8;7;3;1;;;A;A;C;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2A-7A4-3A4A-1A4;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
8A2A-7A4-3A4-1A4A;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
8A2A-7A4-3A4-1A4;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-3A4-1A4;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-3A4A-1A4A;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
8A2-7A4-3A4A-1A4;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2-7A4-3A4-1A4A;8;7;3;1;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2A-7A4-3C4;8;7;3;;;;A;A;C;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-3C4;8;7;3;;;;A;A;C;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-3C4A;8;7;3;;;;A;A;C;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2A-7A4-3A4A;8;7;3;;;;A;A;A;;;;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
8A2A-7A4-3A4;8;7;3;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-3A4A;8;7;3;;;;A;A;A;;;;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
8A2-7A4A-3A4;8;7;3;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-3A4A;8;7;3;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2A-7A4-1A4A;8;7;1;;;;A;A;A;;;;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
8A2A-7A4-1A4;8;7;1;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-1A4;8;7;1;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-1A4A;8;7;1;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2A-7A4A;8;7;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
8A2A-7A4;8;7;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A;8;7;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2A-3A4-3A4-1A4;8;3;3;1;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-3A4A-3A4-1A4;8;3;3;1;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-3A4-3A4-1A4A;8;3;3;1;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2A-3A4-3A4;8;3;3;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-3A4A-3A4;8;3;3;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2A-3C4A-1A4;8;3;1;;;;A;C;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
8A2A-3C4-1A4A;8;3;1;;;;A;C;A;;;;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
8A2A-3C4-1A4;8;3;1;;;;A;C;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-3C4C-1A4;8;3;1;;;;A;C;A;;;;2;4;4;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-3C4A-1A4A;8;3;1;;;;A;C;A;;;;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
8A2-3C4A-1A4;8;3;1;;;;A;C;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-3C4-1A4A;8;3;1;;;;A;C;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2A-3A4A-1A4;8;3;1;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
8A2A-3A4-1A4A;8;3;1;;;;A;A;A;;;;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
8A2A-3A4-1A4;8;3;1;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-3A4A-1A4A;8;3;1;;;;A;A;A;;;;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
8A2-3A4A-1A4;8;3;1;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-3A4-1A4A;8;3;1;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
8A2A-3C4A;8;3;;;;;A;C;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
8A2A-3C4;8;3;;;;;A;C;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-3C4C;8;3;;;;;A;C;;;;;2;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-3C4A;8;3;;;;;A;C;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2A-3A4A;8;3;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
8A2A-3A4;8;3;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-3A4A;8;3;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2A-1C4;8;1;;;;;A;C;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-1C4A;8;1;;;;;A;C;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2A-1A4A;8;1;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
8A2A-1A4;8;1;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-1A4A;8;1;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8B2B;8;;;;;;B;;;;;;2;;;;;;B;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8B2A;8;;;;;;B;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2A;8;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4A-7A4-5A2A-3A4-1A4;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-5A2-3A4A-1A4;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
7A4A-7A4-5A2-3A4-1A4A;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;A;;;;A;;1;;;;1;;;;;;;;256qam;;;;256qam;;
7A4A-7A4-5A2-3A4-1A4;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-5A2A-3A4A-1A4;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
7A4-7A4-5A2A-3A4-1A4A;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;
7A4-7A4-5A2A-3A4-1A4;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-5A2-3A4A-1A4A;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;
7A4-7A4-5A2-3A4A-1A4;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4-7A4-5A2-3A4-1A4A;7;7;5;3;1;;A;A;A;A;A;;4;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
7A4A-7A4-5A2A-3A4;7;7;5;3;;;A;A;A;A;;;4;4;2;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-5A2-3A4A;7;7;5;3;;;A;A;A;A;;;4;4;2;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
7A4A-7A4-5A2-3A4;7;7;5;3;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-5A2A-3A4A;7;7;5;3;;;A;A;A;A;;;4;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
7A4-7A4-5A2A-3A4;7;7;5;3;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-5A2-3A4A;7;7;5;3;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4A-7A4-5A2-2A4;7;7;5;2;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-5A2A-2A4;7;7;5;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-5A2-2A4A;7;7;5;2;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4A-7A4-5A2A-1A4;7;7;5;1;;;A;A;A;A;;;4;4;2;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-5A2-1A4A;7;7;5;1;;;A;A;A;A;;;4;4;2;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
7A4A-7A4-5A2-1A4;7;7;5;1;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-5A2A-1A4A;7;7;5;1;;;A;A;A;A;;;4;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
7A4-7A4-5A2A-1A4;7;7;5;1;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-5A2-1A4A;7;7;5;1;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4A-7A4-5A2A;7;7;5;;;;A;A;A;;;;4;4;2;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-5A2;7;7;5;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-5A2A;7;7;5;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-7A4-4A4-2A2;7;7;4;2;;;A;A;A;A;;;4;4;4;2;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4A-7A4-4A2-2A4;7;7;4;2;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4A-7A2-4A4-2A4;7;7;4;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A2A-7A4-4A4-2A4;7;7;4;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-4A4A-2A2;7;7;4;2;;;A;A;A;A;;;4;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-4A2A-2A4;7;7;4;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A2-4A4A-2A4;7;7;4;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-4A4-2A2A;7;7;4;2;;;A;A;A;A;;;4;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4-7A4-4A2-2A4A;7;7;4;2;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4-7A2-4A4-2A4A;7;7;4;2;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4A-7A4-4A4;7;7;4;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-4A4A;7;7;4;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-7A4-3A4-3A4-1A2;7;7;3;3;1;;A;A;A;A;A;;4;4;4;4;2;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4A-7A2-3A2-3A2-1A4;7;7;3;3;1;;A;A;A;A;A;;4;2;2;2;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A2A-7A4-3A2-3A2-1A4;7;7;3;3;1;;A;A;A;A;A;;2;4;2;2;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A2A-7A2-3A4-3A2-1A4;7;7;3;3;1;;A;A;A;A;A;;2;2;4;2;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-3A4A-3A4-1A2;7;7;3;3;1;;A;A;A;A;A;;4;4;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A2-3A2A-3A2-1A4;7;7;3;3;1;;A;A;A;A;A;;4;2;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A2-7A2-3A4A-3A2-1A4;7;7;3;3;1;;A;A;A;A;A;;2;2;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A2-7A2-3A2A-3A4-1A4;7;7;3;3;1;;A;A;A;A;A;;2;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-3A4-3A4-1A2A;7;7;3;3;1;;A;A;A;A;A;;4;4;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
7A4-7A2-3A2-3A2-1A4A;7;7;3;3;1;;A;A;A;A;A;;4;2;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
7A2-7A2-3A4-3A2-1A4A;7;7;3;3;1;;A;A;A;A;A;;2;2;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
7A4A-7A4-3A4-3A4;7;7;3;3;;;A;A;A;A;;;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-3A4A-3A4;7;7;3;3;;;A;A;A;A;;;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-7A4-3A4A-1A4;7;7;3;1;;;A;A;A;A;;;4;4;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-3A4-1A4A;7;7;3;1;;;A;A;A;A;;;4;4;4;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
7A4A-7A4-3A4-1A4;7;7;3;1;;;A;A;A;A;;;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-3A4A-1A4A;7;7;3;1;;;A;A;A;A;;;4;4;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
7A4-7A4-3A4A-1A4;7;7;3;1;;;A;A;A;A;;;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-7A4-3A4-1A4A;7;7;3;1;;;A;A;A;A;;;4;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7A4A-7A4-3A4A;7;7;3;;;;A;A;A;;;;4;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-3A4;7;7;3;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-3A4A;7;7;3;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-7A4-2A4;7;7;2;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-2A4A;7;7;2;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-7A4-1A4A;7;7;1;;;;A;A;A;;;;4;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-7A4-1A4;7;7;1;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-7A4-1A4A;7;7;1;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-7A4;7;7;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4A-5A2-3A4-3A4;7;5;3;3;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-5A2A-3A4-3A4;7;5;3;3;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4-5A2-3A4A-3A4;7;5;3;3;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-5A2A-3A4-1A4;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
7A4A-5A2-3A4A-1A4;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-5A2-3A4-1A4A;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
7A4A-5A2-3A4-1A4;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-5A2A-3A4A-1A4;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
7A4-5A2A-3A4-1A4A;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;
7A4-5A2A-3A4-1A4;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4-5A2-3A4A-1A4A;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;
7A4-5A2-3A4A-1A4;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4-5A2-3A4-1A4A;7;5;3;1;;;A;A;A;A;;;4;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
7C4A-5A2-3A4;7;5;3;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7C4-5A2A-3A4;7;5;3;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7C4-5A2-3A4A;7;5;3;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-5A2A-3A4;7;5;3;;;;A;A;A;;;;4;2;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
7A4A-5A2-3A4A;7;5;3;;;;A;A;A;;;;4;2;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-5A2-3A4;7;5;3;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-5A2A-3A4A;7;5;3;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
7A4-5A2A-3A4;7;5;3;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4-5A2-3A4A;7;5;3;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7C4A-5A2-2A4;7;5;2;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7C4-5A2A-2A4;7;5;2;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7C4-5A2-2A4A;7;5;2;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-5A2-2A4;7;5;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-5A2A-2A4;7;5;2;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4-5A2-2A4A;7;5;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-5A2A-1A4;7;5;1;;;;A;A;A;;;;4;2;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
7A4A-5A2-1A4A;7;5;1;;;;A;A;A;;;;4;2;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
7A4A-5A2-1A4;7;5;1;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-5A2A-1A4A;7;5;1;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
7A4-5A2A-1A4;7;5;1;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4-5A2-1A4A;7;5;1;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7C4C-5A2;7;5;;;;;C;A;;;;;4;2;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7C4A-5A2;7;5;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7C4-5A2A;7;5;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4A-5A2A;7;5;;;;;A;A;;;;;4;2;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
7A4A-5A2;7;5;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-5A2A;7;5;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4A-4A4-4A4;7;4;4;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-4A4A-4A4;7;4;4;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7C4A-4A4-2A4;7;4;2;;;;C;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7C4-4A4A-2A4;7;4;2;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7C4-4A4-2A4A;7;4;2;;;;C;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7A4A-4A4-2A4;7;4;2;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
7A4-4A4A-2A4;7;4;2;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
7A4-4A4-2A4A;7;4;2;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
7C4C-4A4;7;4;;;;;C;A;;;;;4;4;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
