combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR DL3;NR BW3;NR SCS3;NR DL4;NR BW4;NR SCS4;NR DL5;NR BW5;NR SCS5;NR DL6;NR BW6;NR SCS6;NR DL7;NR BW7;NR SCS7;NR DL8;NR BW8;NR SCS8;NR UL1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo NR DL3;mimo NR DL4;mimo NR DL5;mimo NR DL6;mimo NR DL7;mimo NR DL8;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
66A4-13A2A-2A2_n261K2-n261A2A2;66A;13A;2A;;;13A;256qam;261K;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261A;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2A-2A4_n261K2-n261A2A2;66A;13A;2A;;;13A;256qam;261K;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261A;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2-2A2A_n261K2-n261A2A2;66A;13A;2A;;;2A;256qam;261K;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261A;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2-2A4A_n261K2-n261A2A2;66A;13A;2A;;;2A;256qam;261K;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261A;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4A-13A2-2A2_n261J2G2-n261G2;66A;13A;2A;;;66A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2A-13A2-2A4_n261J2G2-n261G2;66A;13A;2A;;;66A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2A-2A2_n261J2G2-n261G2;66A;13A;2A;;;13A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2A-2A4_n261J2G2-n261G2;66A;13A;2A;;;13A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2-2A2A_n261J2G2-n261G2;66A;13A;2A;;;2A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2-2A4A_n261J2G2-n261G2;66A;13A;2A;;;2A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4A-13A2-2A2_n261J2-n261G2G2;66A;13A;2A;;;66A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2A-13A2-2A4_n261J2-n261G2G2;66A;13A;2A;;;66A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2A-2A2_n261J2-n261G2G2;66A;13A;2A;;;13A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2A-2A4_n261J2-n261G2G2;66A;13A;2A;;;13A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2-2A2A_n261J2-n261G2G2;66A;13A;2A;;;2A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2-2A4A_n261J2-n261G2G2;66A;13A;2A;;;2A;256qam;261J;100;120;261G;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4A-13A2-2A2_n261I2G2-n261H2;66A;13A;2A;;;66A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2A-13A2-2A4_n261I2G2-n261H2;66A;13A;2A;;;66A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2A-2A2_n261I2G2-n261H2;66A;13A;2A;;;13A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2A-2A4_n261I2G2-n261H2;66A;13A;2A;;;13A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2-2A2A_n261I2G2-n261H2;66A;13A;2A;;;2A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2-2A4A_n261I2G2-n261H2;66A;13A;2A;;;2A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4A-13A2-2A2_n261I2-n261H2G2;66A;13A;2A;;;66A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2A-13A2-2A4_n261I2-n261H2G2;66A;13A;2A;;;66A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2A-2A2_n261I2-n261H2G2;66A;13A;2A;;;13A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2A-2A4_n261I2-n261H2G2;66A;13A;2A;;;13A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2-2A2A_n261I2-n261H2G2;66A;13A;2A;;;2A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;2;;;2;2;;;;;;;1;2;;;
66A2-13A2-2A4A_n261I2-n261H2G2;66A;13A;2A;;;2A;256qam;261I;100;120;261H;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;2;2;4;;;2;2;;;;;;;1;2;;;
66A4A-13A2-2A4_n261H2G2-n261A2;66A;13A;2A;;;66A;256qam;261H;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2A-2A4_n261H2G2-n261A2;66A;13A;2A;;;13A;256qam;261H;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;4;;;2;2;;;;;;;1;2;;;
66A4-13A2-2A4A_n261H2G2-n261A2;66A;13A;2A;;;2A;256qam;261H;100;120;261A;100;120;;;;;;;;;;;;;;;;;;;261G;256qam;4;2;4;;;2;2;;;;;;;1;2;;;
