combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR DL3;NR BW3;NR SCS3;NR DL4;NR BW4;NR SCS4;NR DL5;NR BW5;NR SCS5;NR DL6;NR BW6;NR SCS6;NR DL7;NR BW7;NR SCS7;NR DL8;NR BW8;NR SCS8;NR UL1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo NR DL3;mimo NR DL4;mimo NR DL5;mimo NR DL6;mimo NR DL7;mimo NR DL8;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
66A4-30A4-14A2-2A4A_n66A4A;66A;30A;14A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4A-12A2-2A4_n66A4A;66A;30A;12A;2A;;30A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4-12A2A-2A4_n66A4A;66A;30A;12A;2A;;12A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4-12A2-2A4A_n66A4A;66A;30A;12A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4A-5A2-2A4_n66A4A;66A;30A;5A;2A;;30A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4-5A2A-2A4_n66A4A;66A;30A;5A;2A;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4-5A2-2A4A_n66A4A;66A;30A;5A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-14A2A-2A4-2A4_n66A4A;66A;14A;2A;2A;;14A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
66A4-14A2-2A4A-2A4_n66A4A;66A;14A;2A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
66A4-12A2A-2A4-2A4_n66A4A;66A;12A;2A;2A;;12A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
66A4-12A2-2A4A-2A4_n66A4A;66A;12A;2A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
66A4-7A4A-7A4-2A4_n66A4A;66A;7A;7A;2A;;7A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;4;4;;4;;;;;;;;1;1;;;
66A4-7A4-7A4-2A4A_n66A4A;66A;7A;7A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;4;4;;4;;;;;;;;1;1;;;
66A4-7C4A-2A4_n66A4A;66A;7C;2A;;;7A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
66A4-7C4-2A4A_n66A4A;66A;7C;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
48A2-46E2-2A2A_n66A4A;48A;46E;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;2;2;;;4;;;;;;;;1;1;;;
48A4-46D2-2A4A_n66A4A;48A;46D;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;;;4;;;;;;;;1;1;;;
48E4C-13A2_n66A4A;48E;13A;;;;48C;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;;;;4;;;;;;;;1;1;;;
48E4-13A2A_n66A4A;48E;13A;;;;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;;;;4;;;;;;;;1;1;;;
48B4B-13A2_n66A4A;48B;13A;;;;48B;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;;;;4;;;;;;;;1;1;;;
48B4-13A2A_n66A4A;48B;13A;;;;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;;;;4;;;;;;;;1;1;;;
48A4A-2A4_n66A4A;48A;2A;;;;48A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;;;;4;;;;;;;;1;1;;;
46A2-13A2A_n66A4A;46A;13A;;;;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;2;;;;4;;;;;;;;1;1;;;
46A2-5A2A_n66A4A;46A;5A;;;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;2;;;;4;;;;;;;;1;1;;;
46E4-2A4A_n66A4A;46E;2A;;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;;;;4;;;;;;;;1;1;;;
30A4A-14A2-2A4-2A4_n66A4A;30A;14A;2A;2A;;30A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4-14A2A-2A4-2A4_n66A4A;30A;14A;2A;2A;;14A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4-14A2-2A4A-2A4_n66A4A;30A;14A;2A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4A-12A2-2A4-2A4_n66A4A;30A;12A;2A;2A;;30A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4-12A2A-2A4-2A4_n66A4A;30A;12A;2A;2A;;12A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4-12A2-2A4A-2A4_n66A4A;30A;12A;2A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4A-5A2-2A4-2A4_n66A4A;30A;5A;2A;2A;;30A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4-5A2A-2A4-2A4_n66A4A;30A;5A;2A;2A;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
30A4-5A2-2A4A-2A4_n66A4A;30A;5A;2A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
29A2-2A4A-2A4_n66A4A;29A;2A;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
13A2A-7A4-7A4-2A4_n66A4A;13A;7A;7A;2A;;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
13A2-7A4A-7A4-2A4_n66A4A;13A;7A;7A;2A;;7A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
13A2-7A4-7A4-2A4A_n66A4A;13A;7A;7A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
13A2A-7C4-2A4_n66A4A;13A;7C;2A;;;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
13A2-7C4C-2A4_n66A4A;13A;7C;2A;;;7C;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
13A2-7C4-2A4A_n66A4A;13A;7C;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
13A2A-5A2_n66A4A;13A;5A;;;;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;2;;;;4;;;;;;;;1;1;;;
13A2-5A2A_n66A4A;13A;5A;;;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;2;;;;4;;;;;;;;1;1;;;
7A4A-7A4-5A2-2A4_n66A4A;7A;7A;5A;2A;;7A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
7A4-7A4-5A2A-2A4_n66A4A;7A;7A;5A;2A;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
7A4-7A4-5A2-2A4A_n66A4A;7A;7A;5A;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
7C4A-5A2-2A4_n66A4A;7C;5A;2A;;;7A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;;;4;;;;;;;;1;1;;;
7C4-5A2A-2A4_n66A4A;7C;5A;2A;;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;;;4;;;;;;;;1;1;;;
7C4-5A2-2A4A_n66A4A;7C;5A;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;2;4;;;4;;;;;;;;1;1;;;
7A4A-2A4-2A4_n66A4A;7A;2A;2A;;;7A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
7A4-2A4A-2A4_n66A4A;7A;2A;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
66A4A-66A4-48D2-13A2-2A4_n48A4A;66A;66A;48D;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A2A-66A2-48D4-13A2-2A2_n48A4A;66A;66A;48D;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48D2-13A2A-2A4_n48A4A;66A;66A;48D;13A;2A;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A2-66A2-48D4-13A2A-2A2_n48A4A;66A;66A;48D;13A;2A;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48D2-13A2-2A4A_n48A4A;66A;66A;48D;13A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A2-66A2-48D4-13A2-2A2A_n48A4A;66A;66A;48D;13A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;2;2;4;;;;;;;;1;1;;;
66A4A-66A4-48B4-13A2-2A2_n48A4A;66A;66A;48B;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;2;4;;;;;;;;1;1;;;
66A4A-66A4-48B2-13A2-2A4_n48A4A;66A;66A;48B;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4A-66A2-48B4-13A2-2A4_n48A4A;66A;66A;48B;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;4;4;;;;;;;;1;1;;;
66A2A-66A4-48B4-13A2-2A4_n48A4A;66A;66A;48B;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48B4-13A2A-2A2_n48A4A;66A;66A;48B;13A;2A;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48B2-13A2A-2A4_n48A4A;66A;66A;48B;13A;2A;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4-66A2-48B4-13A2A-2A4_n48A4A;66A;66A;48B;13A;2A;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48B4-13A2-2A2A_n48A4A;66A;66A;48B;13A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48B2-13A2-2A4A_n48A4A;66A;66A;48B;13A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4-66A2-48B4-13A2-2A4A_n48A4A;66A;66A;48B;13A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;4;4;;;;;;;;1;1;;;
66A4A-66A4-48A4-13A2-2A4_n48A4A;66A;66A;48A;13A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48A4-13A2A-2A4_n48A4A;66A;66A;48A;13A;2A;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48A4-13A2-2A4A_n48A4A;66A;66A;48A;13A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;4;4;;;;;;;;1;1;;;
66A4A-66A2-48D4-13A2_n48A4A;66A;66A;48D;13A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;;4;;;;;;;;1;1;;;
66A2A-66A4-48D4-13A2_n48A4A;66A;66A;48D;13A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;4;2;;4;;;;;;;;1;1;;;
66A4-66A2-48D4-13A2A_n48A4A;66A;66A;48D;13A;;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;;4;;;;;;;;1;1;;;
66A4A-66A4-48D2-5A2-2A4_n48A4A;66A;66A;48D;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A2A-66A2-48D4-5A2-2A2_n48A4A;66A;66A;48D;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48D2-5A2A-2A4_n48A4A;66A;66A;48D;5A;2A;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A2-66A2-48D4-5A2A-2A2_n48A4A;66A;66A;48D;5A;2A;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48D2-5A2-2A4A_n48A4A;66A;66A;48D;5A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A2-66A2-48D4-5A2-2A2A_n48A4A;66A;66A;48D;5A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;2;2;4;;;;;;;;1;1;;;
66A4A-66A4-48B4-5A2-2A2_n48A4A;66A;66A;48B;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;2;4;;;;;;;;1;1;;;
66A4A-66A4-48B2-5A2-2A4_n48A4A;66A;66A;48B;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4A-66A2-48B4-5A2-2A4_n48A4A;66A;66A;48B;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;4;4;;;;;;;;1;1;;;
66A2A-66A4-48B4-5A2-2A4_n48A4A;66A;66A;48B;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48B4-5A2A-2A2_n48A4A;66A;66A;48B;5A;2A;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48B2-5A2A-2A4_n48A4A;66A;66A;48B;5A;2A;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4-66A2-48B4-5A2A-2A4_n48A4A;66A;66A;48B;5A;2A;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48B4-5A2-2A2A_n48A4A;66A;66A;48B;5A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;2;4;;;;;;;;1;1;;;
66A4-66A4-48B2-5A2-2A4A_n48A4A;66A;66A;48B;5A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4-66A2-48B4-5A2-2A4A_n48A4A;66A;66A;48B;5A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;4;4;;;;;;;;1;1;;;
66A4A-66A4-48A4-5A2-2A4_n48A4A;66A;66A;48A;5A;2A;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48A4-5A2A-2A4_n48A4A;66A;66A;48A;5A;2A;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;4;4;;;;;;;;1;1;;;
66A4-66A4-48A4-5A2-2A4A_n48A4A;66A;66A;48A;5A;2A;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;2;4;4;;;;;;;;1;1;;;
66A4A-66A2-48D4-5A2_n48A4A;66A;66A;48D;5A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;;4;;;;;;;;1;1;;;
66A2A-66A4-48D4-5A2_n48A4A;66A;66A;48D;5A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;4;2;;4;;;;;;;;1;1;;;
66A4-66A2-48D4-5A2A_n48A4A;66A;66A;48D;5A;;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;;4;;;;;;;;1;1;;;
66A4A-66A2-48D4-2A2_n48A4A;66A;66A;48D;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;;4;;;;;;;;1;1;;;
66A2A-66A4-48D4-2A2_n48A4A;66A;66A;48D;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;4;2;;4;;;;;;;;1;1;;;
66A2A-66A2-48D4-2A4_n48A4A;66A;66A;48D;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;4;;4;;;;;;;;1;1;;;
66A4-66A2-48D4-2A2A_n48A4A;66A;66A;48D;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;4;2;;4;;;;;;;;1;1;;;
66A2-66A2-48D4-2A4A_n48A4A;66A;66A;48D;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;2;4;4;;4;;;;;;;;1;1;;;
66A4A-66A4-48B4-2A4_n48A4A;66A;66A;48B;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;4;;4;;;;;;;;1;1;;;
66A4-66A4-48B4-2A4A_n48A4A;66A;66A;48B;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;4;4;;4;;;;;;;;1;1;;;
66A4A-48D4-13A2-2A2_n48A4A;66A;48D;13A;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
66A2A-48D4-13A2-2A4_n48A4A;66A;48D;13A;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;2;4;;4;;;;;;;;1;1;;;
66A4-48D4-13A2A-2A2_n48A4A;66A;48D;13A;2A;;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
66A2-48D4-13A2A-2A4_n48A4A;66A;48D;13A;2A;;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;2;4;;4;;;;;;;;1;1;;;
66A4-48D4-13A2-2A2A_n48A4A;66A;48D;13A;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
66A2-48D4-13A2-2A4A_n48A4A;66A;48D;13A;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;2;4;;4;;;;;;;;1;1;;;
66A4A-48D4-5A2-2A2_n48A4A;66A;48D;5A;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
66A2A-48D4-5A2-2A4_n48A4A;66A;48D;5A;2A;;66A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;2;4;;4;;;;;;;;1;1;;;
66A4-48D4-5A2A-2A2_n48A4A;66A;48D;5A;2A;;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
66A2-48D4-5A2A-2A4_n48A4A;66A;48D;5A;2A;;5A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;2;4;;4;;;;;;;;1;1;;;
66A4-48D4-5A2-2A2A_n48A4A;66A;48D;5A;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
66A2-48D4-5A2-2A4A_n48A4A;66A;48D;5A;2A;;2A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;2;4;2;4;;4;;;;;;;;1;1;;;
48A4-13A2A-5A2_n48A4A;48A;13A;5A;;;13A;256qam;48A;100;30;;;;;;;;;;;;;;;;;;;;;;48A;256qam;4;2;2;;;4;;;;;;;;1;1;;;
66A4A-46D2-2A4_n41A4A;66A;46D;2A;;;66A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;2;4;;;4;;;;;;;;1;1;;;
66A4-46D2-2A4A_n41A4A;66A;46D;2A;;;2A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;2;4;;;4;;;;;;;;1;1;;;
66A4A-2A4-2A4_n41A4A;66A;2A;2A;;;66A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
66A4-2A4A-2A4_n41A4A;66A;2A;2A;;;2A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
66A4A-2C4_n41A4A;66A;2C;;;;66A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;;;;4;;;;;;;;1;1;;;
66A4-2C4C_n41A4A;66A;2C;;;;2C;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;;;;4;;;;;;;;1;1;;;
41A4-3A4A-1A4_n41A4A;41A;3A;1A;;;3A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
41A4-3A4-1A4A_n41A4A;41A;3A;1A;;;1A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
41D4C_n41A4A;41D;;;;;41C;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;;;;;4;;;;;;;;1;1;;;
41D4C_n41A4A;41D;;;;;41C;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;;;;;4;;;;;;;;1;1;;;
40A4A_n41A4A;40A;;;;;40A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;;;;;4;;;;;;;;1;1;;;
39A4A_n41A4A;39A;;;;;39A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;;;;;4;;;;;;;;1;1;;;
28A2A-3A4_n41A4A;28A;3A;;;;28A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;2;4;;;;4;;;;;;;;1;1;;;
28A2-3A4A_n41A4A;28A;3A;;;;3A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;2;4;;;;4;;;;;;;;1;1;;;
26A2A_n41A4A;26A;;;;;26A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;2;;;;;4;;;;;;;;1;1;;;
25A4A_n41A4A;25A;;;;;25A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;;;;;4;;;;;;;;1;1;;;
20A2A_n41A4A;20A;;;;;20A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;2;;;;;4;;;;;;;;1;1;;;
8A2A_n41A4A;8A;;;;;8A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;2;;;;;4;;;;;;;;1;1;;;
4A4A-2A4_n41A4A;4A;2A;;;;4A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;;;;4;;;;;;;;1;1;;;
4A4-2A4A_n41A4A;4A;2A;;;;2A;256qam;41A;100;30;;;;;;;;;;;;;;;;;;;;;;41A;256qam;4;4;;;;4;;;;;;;;1;1;;;
